-1.19209e-07,-0.00221969,-12.1906,-22.3872,-4.1801
-0.0610435,-11.6239,-6.80221,0.0,-0.00129497
-15.2977,-7.68914,-3.54429,-7.98638,-1.26363e-05
0.0,-3.52223,-5.00703,-0.270428,-0.000202855
0.0,0.0,0.0,-3.80285e-05,-3.48097e-05
0.0,-9.77701,-16.5448,-1.5439,-11.8366
-1.19209e-07,-1.04252,-12.2166,-2.65113,0.0
-15.0752,-8.95535,-4.00927,-3.78218,-0.0052526
-2.93615,-11.3479,-10.8158,-1.4186e-05,-5.83089
-12.2591,-13.908,-4.17233e-06,-27.9687,-0.00909663
-9.14223,-7.66215,-8.94776,-15.5783,-11.1674
-5.20598,-0.953037,-24.2142,-16.1538,-26.3597
-0.711532,-0.00012172,-3.7194e-05,0.0,-5.27803
-0.54246,-14.0849,-6.18499,-5.54922,0.0
-0.00101326,-21.1962,-1.37171,-0.806793,-11.5946
-0.00625842,-0.0147631,-0.00103766,-0.00739609,-6.67574e-06
-1.19209e-07,-4.41377,-14.893,-0.159144,-4.76837e-07
-11.7779,-9.52856,-0.298476,-0.0261684,-0.343479
-7.36125,-2.62264e-05,-1.19209e-07,0.0,-4.2516
-15.5299,-1.19209e-06,0.0,-8.58076,-31.6686
-1.52589e-05,-7.51021e-06,-5.73839,-10.9402,-14.7735
-1.36694,-0.00888029,-2.62261e-06,-7.14716,-1.49461
-0.000464905,-0.00254627,-12.5573,-11.4668,-0.000487446
-2.95406,-1.15634e-05,-3.44521e-05,-5.72206e-06,-2.27671
-7.4807,-16.0802,-0.0118364,-0.00035805,-7.15258e-06
-9.80762,-7.79871,-1.90735e-06,-1.07289e-05,-2.39614e-05
-0.00123971,-3.92206e-05,-1.47821e-05,-0.00714368,-1.19209e-07
-5.93083,-4.90147,-14.3546,-5.51268,0.0
-6.64018e-05,-5.17551,-5.07412,-8.34465e-07,-3.18294e-05
-1.2821,-10.2632,-0.00662118,-0.000229922,0.0
-0.000221098,-0.000140438,-1.6417,-20.8681,-7.7333
-0.0126029,-0.0986241,-0.00520635,-0.00190135,-0.0135576
-28.2982,-48.8525,-5.60285e-06,-9.26436,-0.000462878
-6.36322,-10.4342,-0.102494,0.0,-1.19209e-07
-4.76837e-07,-6.79495e-06,-8.34465e-07,-7.86035,-0.00355517
-0.229285,-0.000223244,-0.000796456,-1.19209e-07,-0.000706803
-4.05312e-06,-9.10875,-12.8244,-3.05333,-0.00672006
-5.32705,-0.228398,-2.5034e-06,-7.51047e-05,-13.1267
-6.55653e-06,-14.341,-4.13652,-12.8516,-20.8955
-8.09858,-9.84103,-0.261818,-14.5608,-24.6919
-1.19209e-07,-0.000390189,-4.41075e-06,-3.8147e-06,-7.91148
-10.5833,-6.30743,-11.4112,-0.00204593,-3.85199
-1.8716e-05,0.0,-0.000590618,-0.000100379,0.0
-0.00163982,0.0,-0.00282735,0.0,0.0
-0.0149829,-2.1867,-12.3419,-21.5245,-9.45996
-0.036134,-1.07784,-0.251874,-1.65702e-05,-9.3772
-6.60465,-0.571341,-5.321,-0.953644,-0.0566638
-7.54996,-7.11178,-3.60285,-30.5785,-7.03113
-0.00239731,-9.77159,-13.5112,-19.6621,-6.00793
-0.000444213,-0.0286215,-0.0730887,-0.878363,-3.71942
-9.82449,-28.4266,-0.00933936,-1.68087e-05,-27.7303
-1.07288e-06,-1.78814e-06,-1.19209e-07,-2.57495e-05,-0.00103324
-1.4186e-05,-2.38419e-07,-3.33787e-06,-0.00223768,-0.000201305
-5.16347,-2.20497,-0.0279612,-0.000537122,-4.76837e-07
-3.16749,-0.099215,-8.05618,-0.00448767,-5.53715
-0.301717,-15.56,0.0,-11.4929,-23.7001
-9.556,-17.2452,-7.78661,0.0,-3.02494
-18.1552,-3.30499,-13.9228,-9.41078,-1.12237
-0.20615,-3.57628e-07,-5.41588,-9.73987e-05,-0.258177
0.0,0.0,-5.2804,-24.3509,-5.84143e-05
-5.12601e-06,-0.00281677,-0.000121362,-0.00366602,-1.56165e-05
-9.53675e-07,-2.14577e-06,-2.4156,-2.5988e-05,-0.00991078
-0.00015248,-4.30896,-9.83423,0.0,-9.656e-06
-16.5914,-0.977283,-0.0668108,-1.19209e-07,-0.000199636
-0.230436,-0.0715116,-2.21732e-05,-2.26498e-06,-0.00344087
-0.0065556,-1.04905e-05,-7.391e-06,-6.67574e-06,-11.7104
-2.5481,-0.123842,-0.190436,-3.59799,-23.3286
-0.0152747,0.0,-4.76838e-06,0.0,0.0
-11.6198,-0.0107158,-11.2175,-0.530976,-2.5034e-06
-5.35264e-05,-8.4639e-06,-21.0619,-0.0602503,-5.56493
-1.33137,0.0,-0.760695,-0.038491,-4.06512e-05
-4.74464e-05,-0.00577031,-0.00135364,-0.000452681,-0.34648
-7.98705e-06,-0.000766571,-11.7194,-1.94711,-7.16124
-0.0214496,-0.784835,-2.02845,-2.38419e-06,-1.63318e-05
-1.46416,0.0,-19.0748,-5.66093,-5.96047e-07
-0.029399,-14.3404,0.0,-1.78467,-7.2301
-4.76837e-07,-9.82003,-2.85702,-0.00971365,-8.34465e-07
-5.00692e-05,-0.00981543,-18.5277,-0.00669366,-3.50202
-0.000157726,-14.2413,-0.0116249,-1.3715,-2.52187
-3.38872,-15.0062,-15.3146,-12.9061,-10.6453
-4.48237e-05,-10.3208,-2.06328,-0.292187,0.0
-1.45696,-0.00584585,-0.066716,-0.000120289,-1.19209e-07
-0.0189209,-0.188828,-0.30815,-0.000850682,-2.26498e-06
-2.38419e-07,-0.0299438,-0.00513451,-1.70471e-05,-0.00883489
-3.21825,-1.19209e-07,-1.28747e-05,0.0,-10.5087
-0.0375615,-0.00236696,-0.104294,-0.779116,-11.0428
-8.28565,-2.03097,-3.2162,-7.09959,-12.2207
-2.37261,-1.90332,-8.61256,-2.16308,-0.0109148
-9.44224,-0.694093,-18.8071,-29.0116,-8.29506
-1.90735e-06,-28.6681,-12.5556,-12.6282,-0.139275
-9.22868,-11.317,-0.00028513,-0.0391938,0.0
-4.8877e-05,-32.2925,-3.5253,-9.65383,-9.89442e-06
-7.70948,-21.9455,-0.00331731,-19.0586,-7.47713
-1.46628e-05,-0.693725,-5.84143e-05,-0.000140796,-7.62942e-06
-0.00153683,-0.0321024,-0.00128483,-9.76372e-05,-0.000140677
-0.0393992,-0.0126528,-1.19209e-07,-0.00246781,-0.000418333
-18.5111,-49.622,-8.85762,-51.2696,-16.5123
-0.118113,-1.4118,-3.57628e-07,0.0,-1.82392e-05
-12.2494,-7.52239e-05,-0.00648193,-11.1109,-6.64937
-2.53728,-3.57628e-07,-3.73027,-0.000118501,-0.0732959
-0.642457,-5.99247,-33.851,-31.5383,-4.94459
-9.77521e-06,-0.00956548,-4.99731,-26.206,-4.43468e-05
-0.19534,-0.000184255,-0.541578,0.0,-3.34163
-10.8409,-3.20567,-13.9699,-8.76994,-3.08441
-0.168995,-7.15256e-07,-13.6663,-25.9445,-1.26363e-05
-24.2509,-15.328,-0.382195,-7.79273,-0.0593737
-0.000441351,-2.77277,-5.43724,-14.8293,-7.17726
-0.628697,-12.4201,-25.5204,-14.954,-5.38308
-5.83065,-8.9423,-0.209247,-3.19166,-10.3786
-14.5419,-5.2908,-15.0942,-24.6837,-40.4963
-8.56868,-4.29152,-8.28273,-27.4271,-18.5124
-20.158,-4.00999,-7.00723,-11.8339,-5.34721
-14.2479,-30.4108,-4.38249,-5.08864,-6.5351
-0.000451607,-6.43732e-06,-4.76656,-20.833,-4.73728
-10.4945,-3.68351,-18.0804,0.0,-23.3753
-23.6197,-11.7554,-8.63525,-13.2883,-2.8017
-0.902862,-2.90184,-1.63748,-1.19209e-07,-8.63427
-0.612111,-12.6286,-0.0105079,-0.000273802,-0.00328215
-45.2309,-22.7215,-2.88312,-30.336,-8.36807
-2.18555,-15.5206,-14.5069,-16.2017,-8.90093
-13.7074,-10.2642,-11.581,-10.2108,-7.55205
-11.2411,-18.6793,-1.69855,-17.2603,-1.2975
